equation,id,f_value,operating_condition,if,low_impact,inactive
A1C2H- + A1C2H3* <=> A4 + 2 H,959,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00796142181383798,True,True
A2C2H* + n-C8H7 <=> BAPYR + 2 H,960,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0022972670527502226,True,True
A1C2H3* + A2C2H* <=> BAPYR + 2 H,961,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0005004914143310827,True,True
A1- + A2R5- => BGHIF + 2 H,962,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01528754670824014,True,True
A1C2H- + P2- => BAPYR + 2 H,963,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009827208456186592,True,True
A1C2H3 + CH3 <=> A1C2H3* + CH4,964,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0020199711560442116,True,True
A2R5 + CH3 <=> A2R5- + CH4,965,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0013345689588193398,True,True
CH3 + P2 <=> CH4 + P2-,966,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015675443995822987,True,True
A1 + O <=> C5H6 + CO,967,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021160986076652708,True,True
A2R5 + OH => A2 + HCCO,968,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02016977515037855,True,True
A1C2H3* + CH3 <=> H2 + INDENE,969,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0005847807148735169,True,True
C7H7 + CH3 <=> A1C2H3 + H2,970,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013013144092948608,True,True
2 O + M <=> O2 + M,0,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011764148654488441,True,True
H + O2 (+M) <=> HO2 (+M),1,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018550164065708957,True,True
HO2 + O <=> O2 + OH,2,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019541036722890023,True,True
H + HO2 <=> 2 OH,3,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.1659647866095216,False,False
H + O + M <=> OH + M,4,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016366378816228558,True,True
H + O2 <=> O + OH,5,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",1.3655683796782474,False,False
H + HO2 <=> H2 + O2,6,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.16650663628345866,False,False
H2 + O <=> H + OH,7,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009569555527378695,True,False
H2 + O <=> H + OH,7,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02794607462100854,True,False
2 H + M <=> H2 + M,9,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009896313041128717,True,True
2 H + H <=> H2 + H,10,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014955989608813699,True,True
2 H + N2 <=> H2 + N2,11,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014744560035361258,True,True
2 H + H2 <=> H2 + H2,12,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008071552076309675,True,True
2 H + AR <=> H2 + AR,13,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009078907648155233,True,True
H2 + O2 <=> 2 OH,14,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.051508923710875024,True,True
2 HO2 <=> H2O2 + O2,15,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002655518377097009,True,False
2 HO2 <=> H2O2 + O2,15,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",4.792696103862252e-05,True,False
H2O2 + O <=> HO2 + OH,17,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007612346427826207,True,True
H + H2O2 <=> H2 + HO2,18,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018407008223988375,True,True
2 OH (+M) <=> H2O2 (+M),19,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",9.142307180062977e-05,True,True
H2O2 + OH <=> H2O + HO2,20,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0006837696150254758,True,False
H2O2 + OH <=> H2O + HO2,20,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007660624647338762,True,False
HO2 + OH <=> H2O + O2,22,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03412069973319458,True,False
HO2 + OH <=> H2O + O2,22,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01084161195780945,True,False
2 OH <=> H2O + O,24,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0024916074083261596,True,True
H + H2O2 <=> H2O + OH,25,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017885291510956573,True,True
H + HO2 <=> H2O + O,26,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013273178474030185,True,True
H + OH (+M) <=> H2O (+M),27,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017148917217040087,True,True
H2 + OH <=> H + H2O,28,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.05722679371033534,True,True
2 H + H2O <=> H2 + H2O,29,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017875819613405893,True,True
C + OH <=> CO + H,30,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008866589869278275,True,True
C + O2 <=> CO + O,31,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0023570834515543315,True,True
CO + HO2 <=> CO2 + OH,32,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0013222556662851376,True,True
CO + O (+M) <=> CO2 (+M),33,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011883035148000608,True,True
CO + OH <=> CO2 + H,34,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007249350252815219,True,False
CO + OH <=> CO2 + H,34,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009144438090604532,True,False
CO + OH <=> CO2 + H,34,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006210363192271805,True,False
CO + O2 <=> CO2 + O,37,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017719031875497136,True,True
CH + H <=> C + H2,38,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006035393441894129,True,True
CH + O <=> CO + H,39,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0018010812160271597,True,True
CH + O2 <=> CO2 + H,40,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012913189935209941,True,True
CH + O2 <=> CO + OH,41,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.030868655729876935,True,True
CH + OH <=> H + HCO,42,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016723307146052465,True,True
CH + CO2 <=> CO + HCO,43,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0034974199734436567,True,True
HCO + M <=> CO + H + M,44,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.37708317000992664,False,False
HCO + HO2 <=> CO2 + H + OH,45,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018231037651178162,True,True
HCO + OH <=> CO + H2O,46,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026409996290905336,True,True
HCO + O <=> CO2 + H,47,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010530878424341982,True,True
HCO + O <=> CO + OH,48,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0012186349353954012,True,True
H + HCO <=> CO + H2,49,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.05925074880776403,True,True
HCO + O2 <=> CO2 + OH,50,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03413626407240172,True,True
HCO + O2 <=> CO + HO2,51,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.1763371326713577,False,False
CH2 + O <=> CO + H2,52,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016503025263209875,True,True
CH2 + O <=> CO + 2 H,53,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021142174907221787,True,True
CH2 + H <=> CH + H2,54,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019252245431489592,True,True
CH2 + O2 <=> CO + H2O,55,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007285761277568486,True,True
CH2 + O2 <=> CO + H + OH,56,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.12160928706242781,True,True
CH2 + O2 <=> CO2 + 2 H,57,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.06811606425744016,True,True
CH2 + O2 <=> CO2 + H2,58,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0771154963493478,True,True
CH2(S) + M <=> CH2 + M,59,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.05306132384708239,True,True
CH2(S) + H <=> CH2 + H,60,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009682345303548952,True,True
CH2(S) + O2 <=> CO + H + OH,61,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.044564584469623636,True,True
2 HCO <=> CH2O + CO,62,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0013737317847285692,True,True
CH2 + OH <=> CH2O + H,63,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.024082816390443212,True,True
H + HCO (+M) <=> CH2O (+M),64,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007455889635477907,True,True
CO + H2 (+M) <=> CH2O (+M),65,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0058536093883587255,True,True
CH2O + HO2 <=> H2O2 + HCO,66,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0145329043304771,True,True
CH2O + OH <=> H2O + HCO,67,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01391672508194226,True,True
CH2O + O <=> HCO + OH,68,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02982719620916887,True,True
CH + CH2O <=> CH2 + HCO,69,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004577152567654159,True,True
CH2O + H <=> H2 + HCO,70,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04155276529886453,True,True
CH2 + CO2 <=> CH2O + CO,71,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008788225327651722,True,True
CH2 + O2 <=> CH2O + O,72,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03528564186755409,True,True
CH2O + O2 <=> HCO + HO2,73,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013152748057454257,True,True
CH2O + CH3 <=> CH4 + HCO,74,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0038834456453410073,True,True
CH3 + H <=> CH2 + H2,75,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0036456507604374585,True,True
CH3 + M <=> CH2 + H + M,76,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011811550835260321,True,True
CH3 + OH <=> CH2(S) + H2O,77,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.06204170703083447,True,True
CH3 + O <=> CH2O + H,78,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002070082908717742,True,True
CH2 + HCO <=> CH3 + CO,79,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016385208075862953,True,True
CH3 + O2 <=> CH2O + OH,80,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.044318249733004494,True,True
CH2(S) + H2 <=> CH3 + H,81,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0045440110901365785,True,True
CH3O + CO <=> CH3 + CO2,82,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012719735647501132,True,True
CH3O + HO2 <=> CH2O + H2O2,83,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.029858732974828137,True,True
CH3O + H <=> CH2(S) + H2O,84,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.025026727152702818,True,True
CH2O + H (+M) <=> CH3O (+M),85,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013332714162225314,True,True
CH3 + OH <=> CH3O + H,86,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04509896210164414,True,True
CH3 + O2 <=> CH3O + O,87,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004094502978128845,True,True
CH3O + OH <=> CH2O + H2O,88,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02817851778631697,True,True
CH3O + O <=> CH2O + OH,89,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022502112373588585,True,True
CH3 + HO2 <=> CH3O + OH,90,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.10888616905616591,True,True
CH3O + H <=> CH2O + H2,91,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01867131903454371,True,True
CH3O + O2 <=> CH2O + HO2,92,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016880724706664237,True,True
CH2OH + HCO <=> 2 CH2O,93,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0011461626186118807,True,True
CH2 + CH2OH <=> CH2O + CH3,94,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016937869512180223,True,True
CH2OH + H <=> CH2(S) + H2O,95,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.031814124173757154,True,True
CH3O + H <=> CH2OH + H,96,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010549608036923602,True,True
CH2O + H (+M) <=> CH2OH (+M),97,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01090959362374919,True,True
CH2OH + OH <=> CH2O + H2O,98,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0019685278587033383,True,True
CH2OH + O <=> CH2O + OH,99,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004496929287175058,True,True
CH2OH + H <=> CH2O + H2,100,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021758763996350298,True,True
CH2OH + H <=> CH3 + OH,101,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.029154915740262105,True,True
CH2OH + O2 <=> CH2O + HO2,102,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0011045090320215456,True,True
CH3 + CH3O <=> CH2O + CH4,103,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.028312088163991594,True,True
CH2OH + CH3 <=> CH2O + CH4,104,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03574915287819287,True,True
CH4 + HO2 <=> CH3 + H2O2,105,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010899820002119202,True,True
CH3 + H (+M) <=> CH4 (+M),106,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.032252843397120076,True,True
CH3 + HCO <=> CH4 + CO,107,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.055212343697368056,True,True
CH4 + OH <=> CH3 + H2O,108,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017822174077453345,True,True
CH4 + O <=> CH3 + OH,109,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01650576450976329,True,True
CH2(S) + CH4 <=> 2 CH3,110,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0067610096897758945,True,True
CH2 + CH4 <=> 2 CH3,111,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022561441878196805,True,True
CH4 + H <=> CH3 + H2,112,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02285408849681322,True,True
C + CH4 <=> CH + CH3,113,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010155936537972398,True,True
CH4 + O2 <=> CH3 + HO2,114,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0077701311385368465,True,True
CH3OH + O2 <=> CH2OH + HO2,115,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0024080579252310414,True,True
CH3OH + O <=> CH3O + OH,116,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026021215020273585,True,True
CH3OH + O <=> CH2OH + OH,117,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004017610921903215,True,True
CH3OH + M <=> CH2(S) + H2O + M,118,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03759990603417092,True,True
CH2OH + CH3O <=> CH2O + CH3OH,119,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015178772367152017,True,True
CH2O + CH2OH <=> CH3OH + HCO,120,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0024658849354301468,True,True
CH2OH + HCO <=> CH3OH + CO,121,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02631513516514019,True,True
2 CH2OH <=> CH2O + CH3OH,122,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0192338819179156,True,True
CH2O + CH3O <=> CH3OH + HCO,123,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022919063321211353,True,True
2 CH3O <=> CH2O + CH3OH,124,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0457435452250982,True,True
CH3O + HCO <=> CH3OH + CO,125,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002383871561534273,True,True
CH3 + CH3OH <=> CH3O + CH4,126,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02681176348769003,True,True
CH3 + CH3OH <=> CH2OH + CH4,127,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.000817151371152188,True,True
CH2 + CH3OH <=> CH3 + CH3O,128,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005921726598992573,True,True
CH2 + CH3OH <=> CH2OH + CH3,129,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00471623954332464,True,True
CH2(S) + CH3OH <=> CH2OH + CH3,130,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003494729207895115,True,True
CH3OH + OH <=> CH3O + H2O,131,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016113740577894328,True,True
CH3OH + OH <=> CH2OH + H2O,132,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004689915250180259,True,True
CH3OH + H <=> CH3O + H2,133,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006056385146582377,True,True
CH3OH + H <=> CH2OH + H2,134,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003928207821753269,True,True
CH3O + H (+M) <=> CH3OH (+M),135,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03013948987971749,True,True
CH2OH + H (+M) <=> CH3OH (+M),136,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0029712028102411863,True,True
CH3 + OH (+M) <=> CH3OH (+M),137,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.033550739012390175,True,True
CH3O2 + CH3OH <=> CH3O + CH3O2H,138,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018622440672480065,True,True
CH3 + O2 (+M) <=> CH3O2 (+M),139,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003441126678153044,True,True
CH3 + CH3O2 <=> 2 CH3O,140,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022367314489436026,True,True
2 CH3O2 <=> CH2O + CH3OH + O2,141,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023780568937656885,True,True
2 CH3O2 <=> 2 CH3O + O2,142,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012443465972488221,True,True
CH3O2 + H <=> CH3O + OH,143,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0020914534466146585,True,True
CH3O2 + O <=> CH3O + O2,144,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01865031121387172,True,True
CH3O2 + OH <=> CH3OH + O2,145,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004462052877677868,True,True
CH2O + CH3O2 <=> CH3O + HCO + OH,146,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01569640643889536,True,True
C2H + H <=> C2 + H2,147,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009025156743817287,True,True
C2H + OH <=> CH2 + CO,148,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010709015297790562,True,True
C2H + O <=> CH + CO,149,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0022406934724455174,True,True
C + CH2 <=> C2H + H,150,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021579822887142743,True,True
C2H + O2 <=> CH + CO2,151,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.027115889272388418,True,True
C2H + O2 <=> CO + HCO,152,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03674276646634552,True,True
C2H + OH <=> H + HCCO,153,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010308542873090649,True,True
CH2 + HCCO <=> C2H + CH2O,154,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022024486797257246,True,True
H + HCCO <=> CH2 + CO,155,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014394663622299783,True,True
C2H + O2 <=> HCCO + O,156,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0039441660177084,True,True
CH + CO <=> HCCO,157,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01395189526265413,True,True
HCCO + O <=> 2 CO + H,158,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010416803063506083,True,True
HCCO + OH <=> CH2O + CO,159,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017894636183193337,True,True
HCCO + OH <=> 2 HCO,160,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008668318599385804,True,True
HCCO + O2 <=> CO + CO2 + H,161,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.09574804938765409,True,True
HCCO + O2 <=> CO + HCO + O,162,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0030046254544176306,True,True
HCCO + O2 <=> 2 CO + OH,163,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019396265239349817,True,True
C2H + H (+M) <=> C2H2 (+M),164,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01437089480364466,True,True
C2H2 + O2 <=> 2 HCO,165,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008824780745368624,True,False
C2H2 + O2 <=> 2 HCO,165,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026370381655727318,True,False
C2H2 + OH <=> CH3 + CO,167,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0024622443262046316,True,True
C2H2 + OH <=> CH2CO + H,168,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009788561476631452,True,True
C2H2 + OH <=> C2H + H2O,169,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009116658575084384,True,True
C2H2 + O <=> CH2 + CO,170,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018800512088410146,True,True
C2H2 + O <=> H + HCCO,171,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03740140126214362,True,True
C2H2 + HO2 <=> CH2CO + OH,172,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03305587403556801,True,True
C2H2 + O <=> C2H + OH,173,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007404556137977722,True,True
C2H + CH2OH <=> C2H2 + CH2O,174,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00021039165646774628,True,True
C2H + CH3OH <=> C2H2 + CH3O,175,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006099169625238585,True,True
